carat,cut,color,clarity,depth,table,x,y,z,__target__
0.53,2.0,4.0,4.0,60.8,57.0,5.24,5.29,3.2,1848
0.27,4.0,0.0,4.0,59.9,58.0,4.17,4.24,2.52,470
1.54,2.0,4.0,2.0,61.1,56.0,7.45,7.42,4.54,9562
0.56,3.0,1.0,3.0,62.6,59.0,5.24,5.2,3.27,1297
1.0,3.0,5.0,2.0,62.2,62.0,6.39,6.33,3.96,3360
1.21,2.0,5.0,5.0,62.0,60.0,6.77,6.84,4.22,6135
0.57,2.0,1.0,2.0,61.9,56.0,5.33,5.3,3.29,1613
0.31,3.0,1.0,4.0,61.0,60.0,4.37,4.35,2.66,816
1.2,3.0,3.0,4.0,62.8,58.0,6.84,6.75,4.27,8602
0.42,2.0,0.0,7.0,62.6,56.0,4.79,4.77,2.99,1389
0.34,2.0,3.0,5.0,62.4,57.0,4.46,4.48,2.79,517
0.71,2.0,2.0,4.0,61.0,56.0,5.77,5.8,3.53,3701
0.52,3.0,2.0,7.0,61.8,60.0,5.16,5.13,3.18,2870
0.27,4.0,1.0,4.0,61.8,55.0,4.18,4.21,2.59,518
1.54,4.0,0.0,4.0,59.1,59.0,7.51,7.55,4.45,16750
0.7,1.0,1.0,2.0,64.4,58.0,5.48,5.52,3.54,2000
1.01,1.0,1.0,2.0,64.3,59.0,6.31,6.28,4.05,4181
0.9,3.0,4.0,4.0,61.8,56.0,6.18,6.16,3.81,4064
0.52,2.0,1.0,5.0,61.9,56.0,5.16,5.12,3.18,1815
0.61,3.0,0.0,2.0,61.6,58.0,5.37,5.34,3.3,1614
0.71,2.0,1.0,2.0,61.3,55.0,5.72,5.77,3.52,2792
0.73,2.0,0.0,2.0,61.3,57.0,5.81,5.83,3.57,3615
0.31,2.0,1.0,5.0,62.0,55.0,4.37,4.34,2.7,872
1.28,2.0,3.0,4.0,62.0,57.0,6.97,6.96,4.32,9498
1.22,3.0,3.0,2.0,61.2,60.0,6.82,6.75,4.15,6449
0.52,2.0,3.0,4.0,61.6,54.0,5.21,5.24,3.22,1721
1.01,3.0,2.0,5.0,60.8,57.0,6.52,6.47,3.95,6702
2.63,4.0,6.0,0.0,62.3,61.0,8.76,8.81,5.47,10437
1.18,2.0,5.0,4.0,62.2,55.0,6.8,6.77,4.22,6272
2.3,3.0,5.0,5.0,61.8,60.0,8.47,8.39,5.21,18239
0.3,4.0,0.0,7.0,62.9,56.0,4.27,4.29,2.69,752
0.36,4.0,3.0,4.0,59.7,56.0,4.64,4.67,2.78,726
0.9,4.0,2.0,3.0,62.6,56.0,6.13,6.17,3.85,3368
0.32,2.0,4.0,6.0,61.9,55.0,4.37,4.38,2.71,730
0.58,2.0,2.0,3.0,62.6,57.0,5.27,5.33,3.32,1208
1.09,2.0,5.0,4.0,62.7,54.0,6.6,6.54,4.12,5401
0.38,2.0,1.0,3.0,61.5,55.0,4.69,4.72,2.89,603
1.01,2.0,3.0,5.0,61.7,57.0,6.48,6.45,3.99,6104
0.51,4.0,3.0,2.0,63.1,56.0,5.08,5.16,3.23,1261
1.04,4.0,0.0,3.0,63.1,58.0,6.39,6.33,4.01,3780
0.53,2.0,0.0,5.0,61.4,55.0,5.21,5.24,3.21,1585
0.71,3.0,2.0,2.0,59.7,60.0,5.82,5.77,3.46,2633
0.73,4.0,1.0,4.0,62.1,60.0,5.71,5.79,3.57,3353
0.52,4.0,1.0,2.0,63.0,54.0,5.11,5.15,3.23,1330
0.6,3.0,0.0,3.0,62.0,57.0,5.43,5.35,3.34,1196
0.47,0.0,2.0,3.0,67.6,57.0,4.81,4.72,3.23,719
0.33,3.0,4.0,3.0,61.2,57.0,4.49,4.43,2.73,520
0.71,2.0,3.0,2.0,61.7,56.0,5.74,5.77,3.55,2518
1.5,4.0,0.0,5.0,62.4,59.0,7.21,7.27,4.52,13287
0.34,2.0,0.0,0.0,61.4,55.0,4.5,4.52,2.77,413
0.3,2.0,1.0,2.0,62.3,56.0,4.29,4.32,2.68,499
0.73,2.0,5.0,6.0,61.7,53.0,5.8,5.84,3.59,2490
0.7,4.0,1.0,6.0,60.9,59.0,5.67,5.81,3.5,3724
0.4,1.0,2.0,0.0,63.3,60.4,4.64,4.68,2.95,491
0.54,2.0,1.0,4.0,62.6,55.0,5.2,5.22,3.26,1732
0.83,2.0,4.0,6.0,63.4,56.0,5.96,5.99,3.79,3846
0.62,2.0,3.0,4.0,62.4,57.0,5.44,5.46,3.4,2178
0.4,3.0,2.0,5.0,60.7,60.0,4.75,4.8,2.9,842
1.01,3.0,5.0,3.0,61.9,58.0,6.45,6.41,3.98,3054
1.02,3.0,2.0,2.0,61.8,59.0,6.45,6.39,3.97,5686
0.9,1.0,6.0,2.0,63.2,60.0,6.09,6.12,3.86,2729
0.54,3.0,6.0,5.0,62.6,58.0,5.16,5.22,3.25,1042
0.41,4.0,4.0,2.0,62.9,58.0,4.72,4.73,2.97,683
0.29,4.0,1.0,4.0,61.4,61.0,4.22,4.25,2.6,481
0.83,1.0,2.0,3.0,63.7,59.0,5.91,5.86,3.75,1968
0.34,2.0,4.0,1.0,61.6,55.0,4.51,4.55,2.78,844
0.52,4.0,2.0,2.0,60.0,58.0,5.21,5.26,3.14,1261
1.01,3.0,1.0,5.0,62.9,58.0,6.47,6.37,4.04,6335
2.07,4.0,4.0,2.0,59.5,59.0,8.27,8.3,4.92,18489
0.55,2.0,6.0,2.0,61.0,56.0,5.31,5.34,3.25,1101
0.5,4.0,2.0,5.0,62.8,56.0,5.05,5.07,3.18,1436
0.3,4.0,3.0,6.0,62.5,56.0,4.25,4.29,2.67,753
0.34,2.0,1.0,2.0,61.0,55.0,4.54,4.56,2.77,637
0.5,3.0,0.0,5.0,61.3,61.0,5.1,5.04,3.11,1980
1.57,3.0,5.0,3.0,60.9,58.0,7.53,7.51,4.58,7484
1.51,3.0,4.0,5.0,60.7,58.0,7.45,7.4,4.51,10685
0.41,4.0,0.0,2.0,64.1,54.0,4.72,4.74,3.03,689
1.0,0.0,1.0,5.0,65.0,58.0,6.21,6.16,4.02,5376
1.64,3.0,1.0,2.0,61.8,59.0,7.55,7.51,4.65,12896
0.91,1.0,2.0,7.0,62.6,61.0,6.12,6.19,3.85,5225
1.54,0.0,1.0,2.0,64.7,56.0,7.28,7.22,4.69,12581
0.31,4.0,2.0,6.0,61.8,59.0,4.33,4.36,2.69,830
0.53,3.0,1.0,2.0,60.0,60.0,5.27,5.24,3.21,1607
0.39,3.0,1.0,4.0,59.6,60.0,4.75,4.72,2.82,1097
0.73,0.0,1.0,7.0,57.4,59.0,5.99,5.95,3.43,3813
1.05,4.0,1.0,3.0,63.2,59.0,6.43,6.36,4.04,4281
0.51,1.0,2.0,2.0,63.6,58.0,5.08,5.05,3.22,1406
0.83,2.0,0.0,2.0,61.5,53.0,6.09,6.07,3.74,3933
1.31,3.0,4.0,2.0,59.3,59.0,7.18,7.13,4.24,7395
1.54,2.0,1.0,5.0,62.0,56.0,7.46,7.43,4.61,14529
1.21,3.0,2.0,3.0,61.8,59.0,6.82,6.77,4.2,4472
1.1,2.0,2.0,2.0,61.4,55.0,6.65,6.68,4.09,6146
0.33,3.0,1.0,2.0,62.7,56.0,4.45,4.39,2.77,743
2.3,2.0,4.0,3.0,61.6,56.0,8.48,8.52,5.24,18304
0.6,4.0,2.0,2.0,62.1,57.4,5.39,5.45,3.35,1715
0.77,3.0,4.0,4.0,61.3,60.0,5.9,5.88,3.61,2789
0.7,2.0,1.0,4.0,61.8,56.0,5.74,5.69,3.53,2837
0.82,4.0,3.0,3.0,62.5,56.0,5.99,6.04,3.76,2893
0.3,3.0,4.0,2.0,59.3,59.0,4.38,4.36,2.59,540
1.5,3.0,5.0,5.0,62.3,60.0,7.25,7.19,4.5,9479
0.3,2.0,3.0,7.0,62.2,57.0,4.25,4.3,2.66,655
0.5,4.0,4.0,4.0,61.0,56.0,5.1,5.13,3.12,1598
1.5,3.0,2.0,5.0,61.5,58.0,7.36,7.34,4.52,14199
2.02,0.0,6.0,3.0,64.6,55.0,7.93,7.84,5.09,9853
0.31,3.0,0.0,5.0,62.3,55.0,4.35,4.32,2.7,942
1.14,2.0,4.0,2.0,62.2,54.0,6.69,6.74,4.18,5763
2.01,1.0,3.0,2.0,60.3,60.0,8.07,8.18,4.9,18625
0.37,3.0,1.0,5.0,59.1,60.0,4.66,4.68,2.76,811
0.7,3.0,1.0,5.0,60.8,58.0,5.7,5.74,3.48,2673
1.08,2.0,4.0,2.0,60.5,57.0,6.63,6.67,4.02,6426
2.14,3.0,5.0,2.0,59.5,59.0,8.42,8.36,4.99,15499
0.23,4.0,2.0,6.0,62.8,54.0,3.92,3.94,2.47,583
0.7,0.0,1.0,4.0,64.5,57.0,5.59,5.55,3.59,2964
0.3,3.0,0.0,5.0,62.8,59.0,4.28,4.26,2.68,911
0.33,2.0,1.0,5.0,61.3,55.0,4.46,4.5,2.75,738
1.0,3.0,2.0,2.0,59.8,59.0,6.55,6.49,3.9,5151
1.22,2.0,2.0,6.0,61.5,58.0,6.85,6.9,4.23,12906
0.57,2.0,1.0,5.0,61.8,56.0,5.33,5.29,3.28,1949
1.02,3.0,3.0,3.0,62.5,59.0,6.42,6.37,4.0,4370
1.2,3.0,4.0,2.0,61.2,57.0,6.91,6.78,4.19,6129
1.12,4.0,4.0,3.0,62.4,55.0,6.63,6.68,4.15,4538
0.93,4.0,0.0,3.0,62.6,57.0,6.2,6.26,3.9,4214
1.03,4.0,3.0,3.0,63.9,59.0,6.33,6.39,4.07,4769
1.1,2.0,0.0,5.0,61.7,56.0,6.63,6.67,4.1,10350
0.3,2.0,2.0,1.0,61.6,58.0,4.28,4.32,2.65,886
1.4,3.0,2.0,3.0,59.9,60.0,7.38,7.29,4.39,7479
1.34,2.0,2.0,5.0,62.5,56.0,7.09,7.05,4.42,7504
0.27,4.0,1.0,5.0,63.1,57.0,4.07,4.11,2.58,470
0.38,2.0,2.0,2.0,62.2,54.0,4.64,4.66,2.89,660
0.41,4.0,0.0,7.0,61.2,55.0,4.79,4.82,2.95,1364
2.0,3.0,3.0,3.0,60.4,61.0,8.21,8.12,4.93,17136
1.11,4.0,1.0,3.0,61.7,63.0,6.54,6.65,4.07,4102
0.43,2.0,1.0,7.0,62.0,57.0,4.87,4.84,3.01,1304
1.2,2.0,3.0,7.0,62.3,54.0,6.82,6.86,4.26,10812
0.32,2.0,3.0,1.0,61.8,55.0,4.41,4.43,2.73,918
0.3,3.0,0.0,5.0,60.4,59.0,4.35,4.33,2.62,911
0.53,2.0,1.0,5.0,61.0,57.0,5.26,5.23,3.2,1727
1.01,4.0,5.0,3.0,62.1,56.0,6.41,6.45,3.99,3770
0.47,4.0,4.0,5.0,57.2,60.0,5.18,5.21,2.97,1178
0.41,2.0,2.0,4.0,60.8,56.0,4.79,4.76,2.92,1076
0.71,1.0,4.0,2.0,63.5,57.0,5.64,5.67,3.59,2096
0.57,1.0,1.0,6.0,59.1,65.0,5.34,5.43,3.18,2990
2.24,2.0,4.0,3.0,61.4,56.0,8.38,8.43,5.16,16300
0.4,2.0,1.0,3.0,62.2,53.0,4.73,4.76,2.95,689
0.71,3.0,3.0,5.0,63.0,56.0,5.7,5.69,3.59,2735
0.31,2.0,1.0,5.0,61.7,55.0,4.39,4.36,2.7,872
0.32,1.0,2.0,3.0,63.8,55.0,4.35,4.34,2.77,540
0.32,2.0,3.0,1.0,61.3,55.0,4.43,4.47,2.73,918
0.9,2.0,0.0,4.0,61.9,59.0,6.14,6.17,3.81,7393
0.43,4.0,5.0,6.0,63.0,56.0,4.83,4.86,3.05,905
1.1,3.0,0.0,7.0,61.7,56.0,6.65,6.64,4.1,11233
0.32,2.0,1.0,5.0,62.2,56.0,4.41,4.37,2.73,900
1.0,4.0,2.0,3.0,63.4,58.0,6.31,6.25,3.98,4036
0.3,4.0,2.0,6.0,62.2,56.0,4.28,4.3,2.67,832
1.5,2.0,3.0,5.0,63.0,56.0,7.32,7.26,4.59,12821
0.33,2.0,2.0,4.0,61.2,56.0,4.49,4.46,2.74,928
0.53,2.0,0.0,2.0,62.0,57.0,5.23,5.19,3.23,1683
0.3,3.0,0.0,5.0,61.7,59.0,4.25,4.28,2.63,710
0.26,4.0,2.0,6.0,62.0,59.0,4.08,4.15,2.55,597
1.24,4.0,6.0,3.0,62.8,58.0,6.77,6.83,4.27,4789
0.52,2.0,3.0,4.0,62.7,56.0,5.14,5.16,3.23,1689
0.23,3.0,1.0,4.0,61.8,60.0,3.95,3.91,2.43,513
0.31,2.0,2.0,1.0,62.1,55.0,4.34,4.35,2.7,979
1.0,3.0,1.0,3.0,61.7,58.0,6.39,6.34,3.93,4704
0.71,1.0,1.0,2.0,62.8,64.0,5.6,5.54,3.5,2817
1.5,1.0,0.0,3.0,61.1,64.0,7.35,7.26,4.46,7862
1.0,3.0,2.0,5.0,58.7,62.0,6.6,6.51,3.85,6037
0.3,2.0,0.0,4.0,62.2,56.0,4.31,4.27,2.67,835
0.41,2.0,0.0,6.0,61.7,55.0,4.77,4.8,2.95,1376
1.23,3.0,2.0,3.0,61.7,58.0,6.85,6.95,4.26,4876
1.21,3.0,4.0,3.0,60.0,61.0,6.88,6.79,4.1,5082
0.53,2.0,4.0,5.0,62.1,54.0,5.21,5.23,3.24,1353
0.32,2.0,5.0,2.0,62.4,57.0,4.37,4.35,2.72,554
0.38,2.0,3.0,2.0,60.2,57.0,4.72,4.77,2.85,639
0.52,3.0,0.0,5.0,59.4,61.0,5.24,5.23,3.11,1828
2.01,2.0,3.0,3.0,61.9,57.0,8.0,8.08,4.98,17555
1.01,2.0,3.0,5.0,60.8,59.0,6.52,6.5,3.96,6019
0.33,2.0,4.0,2.0,60.9,56.0,4.5,4.53,2.75,511
1.0,1.0,2.0,3.0,62.0,59.0,6.32,6.36,3.93,4204
1.2,3.0,6.0,5.0,60.3,59.0,6.9,6.94,4.17,4715
1.26,2.0,6.0,3.0,62.5,53.0,6.86,6.9,4.3,4656
0.7,4.0,0.0,4.0,62.8,59.0,5.63,5.68,3.55,3247
0.34,2.0,2.0,7.0,61.8,56.0,4.47,4.49,2.77,712
2.04,3.0,2.0,3.0,60.2,58.0,8.17,8.24,4.94,18066
0.7,1.0,4.0,2.0,63.8,58.0,5.66,5.59,3.59,2176
0.3,2.0,4.0,2.0,62.6,53.1,4.27,4.3,2.69,475
1.03,3.0,1.0,4.0,62.4,58.0,6.41,6.5,4.03,7778
0.53,2.0,4.0,4.0,61.2,56.0,5.23,5.26,3.21,1601
1.23,2.0,4.0,2.0,61.7,55.0,6.94,6.9,4.27,6750
0.7,4.0,1.0,4.0,58.4,59.0,5.83,5.91,3.43,2904
0.3,3.0,2.0,5.0,61.5,60.0,4.29,4.26,2.63,776
0.53,2.0,4.0,6.0,61.3,56.0,5.21,5.23,3.2,1781
0.3,3.0,6.0,2.0,62.7,59.0,4.27,4.21,2.66,450
0.32,2.0,3.0,7.0,61.4,56.0,4.42,4.44,2.72,692
0.3,0.0,2.0,4.0,61.7,66.0,4.25,4.31,2.64,593
0.54,3.0,3.0,4.0,61.1,59.0,5.2,5.24,3.19,1684
1.01,1.0,3.0,4.0,63.7,57.0,6.32,6.37,4.04,6499
0.76,2.0,5.0,2.0,61.6,54.0,5.86,5.92,3.63,2399
0.5,2.0,2.0,4.0,61.6,57.0,5.07,5.09,3.13,1695
1.64,4.0,6.0,3.0,63.0,58.0,7.42,7.51,4.71,7579
1.32,2.0,5.0,3.0,61.7,55.0,7.07,7.03,4.35,5721
1.02,2.0,4.0,5.0,62.3,54.0,6.48,6.39,4.01,4604
0.7,1.0,1.0,5.0,60.1,62.0,5.77,5.74,3.46,2606
0.43,3.0,0.0,2.0,61.1,59.0,4.83,4.89,2.97,830
0.25,2.0,4.0,4.0,61.7,57.0,4.04,4.07,2.5,431
1.0,1.0,4.0,0.0,57.6,61.0,6.67,6.6,3.82,2940
0.57,4.0,2.0,6.0,61.9,56.0,5.31,5.34,3.29,2591
1.52,2.0,1.0,2.0,62.2,53.0,7.38,7.31,4.57,11642
1.0,3.0,1.0,5.0,61.5,58.0,6.39,6.42,3.94,6600
0.24,4.0,2.0,6.0,59.2,59.0,4.04,4.07,2.4,552
0.7,1.0,2.0,4.0,57.8,61.0,5.83,5.79,3.36,2751
0.3,2.0,3.0,6.0,62.2,57.0,4.3,4.32,2.68,764
0.33,2.0,4.0,6.0,60.2,60.0,4.49,4.52,2.71,698
1.03,2.0,3.0,6.0,61.7,56.0,6.45,6.56,4.0,7708
0.58,2.0,2.0,4.0,61.4,56.0,5.38,5.4,3.31,1953
0.3,2.0,2.0,4.0,61.2,57.0,4.32,4.34,2.65,621
0.52,2.0,1.0,5.0,61.3,56.0,5.17,5.21,3.18,1621
0.52,2.0,1.0,5.0,61.5,56.0,5.18,5.2,3.19,1576
0.48,4.0,1.0,6.0,60.6,56.0,5.13,5.06,3.09,2275
1.03,3.0,3.0,4.0,62.2,59.0,6.41,6.46,4.0,6628
0.31,0.0,1.0,5.0,54.2,63.0,4.61,4.51,2.47,814
2.02,4.0,5.0,2.0,59.8,59.0,8.21,8.3,4.94,16192
0.7,2.0,2.0,7.0,61.5,56.0,5.7,5.78,3.53,4439
0.3,2.0,3.0,5.0,62.3,56.0,4.3,4.27,2.67,675
1.71,3.0,4.0,5.0,58.8,60.0,7.85,7.8,4.6,12607
2.0,0.0,3.0,3.0,65.1,54.0,7.88,7.82,5.11,11156
0.71,3.0,0.0,3.0,59.7,60.0,5.84,5.79,3.47,2235
1.0,1.0,1.0,7.0,64.1,57.0,6.32,6.29,4.04,7692
0.7,3.0,0.0,5.0,60.9,57.0,5.71,5.69,3.47,2909
0.71,3.0,3.0,3.0,62.0,55.0,5.77,5.71,3.56,2362
1.22,3.0,5.0,3.0,61.5,61.0,6.89,6.83,4.22,4735
1.75,2.0,6.0,7.0,62.0,55.0,7.7,7.73,4.78,11609
1.02,1.0,0.0,2.0,61.0,63.0,6.48,6.54,3.97,5219
0.26,4.0,0.0,2.0,59.7,58.0,4.16,4.22,2.5,658
0.95,3.0,1.0,3.0,60.7,59.0,6.3,6.36,3.84,4142
0.55,2.0,2.0,5.0,61.7,56.0,5.26,5.3,3.26,1692
0.7,0.0,5.0,5.0,64.4,55.0,5.6,5.55,3.59,1996
0.31,3.0,5.0,5.0,59.3,59.0,4.42,4.38,2.61,521
1.55,1.0,4.0,5.0,61.0,61.0,7.42,7.47,4.54,11364
0.5,2.0,2.0,3.0,61.6,57.0,5.14,5.08,3.15,1016
0.4,4.0,4.0,4.0,61.8,53.0,4.76,4.78,2.95,770
0.9,1.0,3.0,5.0,64.9,61.0,5.91,5.99,3.86,4124
0.9,2.0,6.0,5.0,61.3,57.0,6.16,6.24,3.8,3160
0.73,4.0,3.0,4.0,60.7,55.0,5.87,5.89,3.57,3011
0.3,2.0,1.0,1.0,61.2,58.0,4.31,4.38,2.66,957
0.32,3.0,1.0,5.0,61.3,59.0,4.39,4.35,2.68,900
1.14,3.0,2.0,2.0,59.6,58.0,6.8,6.78,4.05,6033
0.32,4.0,1.0,2.0,60.4,61.0,4.39,4.42,2.66,524
0.3,4.0,6.0,4.0,63.5,58.0,4.27,4.24,2.7,506
0.81,2.0,5.0,5.0,62.4,54.8,5.98,6.01,3.75,2444
1.51,3.0,2.0,2.0,60.7,58.0,7.41,7.38,4.49,11666
0.25,1.0,1.0,1.0,65.6,54.0,3.91,3.95,2.58,512
0.57,3.0,6.0,4.0,60.6,59.0,5.37,5.36,3.25,1606
1.4,3.0,5.0,7.0,62.0,58.0,7.22,7.16,4.46,8467
0.36,2.0,4.0,5.0,61.0,57.0,4.59,4.63,2.81,587
0.41,2.0,2.0,6.0,60.7,56.0,4.85,4.81,2.93,1356
1.27,3.0,5.0,3.0,61.4,59.0,6.98,6.94,4.27,5249
1.04,4.0,3.0,5.0,61.8,56.0,6.47,6.5,4.01,6177
1.14,4.0,1.0,4.0,63.1,59.0,6.63,6.61,4.18,8315
0.38,3.0,3.0,5.0,60.8,61.0,4.66,4.65,2.83,983
0.42,2.0,3.0,1.0,62.4,57.0,4.79,4.82,3.0,1394
0.31,2.0,2.0,4.0,61.0,56.0,4.38,4.4,2.68,642
0.4,2.0,1.0,4.0,62.0,54.0,4.74,4.77,2.95,1053
0.91,2.0,5.0,7.0,60.6,57.0,6.25,6.27,3.79,4663
0.8,2.0,3.0,3.0,62.0,56.0,5.98,5.92,3.69,2517
0.93,2.0,1.0,2.0,62.8,56.0,6.24,6.19,3.9,4229
0.32,2.0,1.0,6.0,61.8,55.0,4.4,4.43,2.73,921
1.71,2.0,3.0,4.0,61.4,57.0,7.65,7.72,4.72,17049
1.07,3.0,3.0,4.0,62.0,58.0,6.59,6.53,4.07,6730
1.09,4.0,4.0,4.0,60.2,61.0,6.66,6.7,4.02,5845
0.9,4.0,1.0,2.0,63.0,56.0,6.11,6.15,3.86,4315
1.03,3.0,2.0,3.0,60.7,60.0,6.47,6.52,3.94,4503
1.52,2.0,0.0,2.0,60.6,58.0,7.46,7.4,4.51,14426
0.7,3.0,2.0,2.0,61.9,59.0,5.71,5.69,3.53,2423
1.01,3.0,3.0,5.0,61.6,58.0,6.45,6.4,3.96,6027
1.01,1.0,3.0,4.0,62.7,57.0,6.33,6.42,4.0,6066
0.31,2.0,3.0,7.0,62.1,56.0,4.32,4.35,2.69,707
1.08,2.0,4.0,5.0,62.1,56.0,6.59,6.56,4.08,5839
0.3,3.0,3.0,2.0,62.9,59.0,4.28,4.24,2.68,574
0.5,3.0,3.0,4.0,60.8,60.0,5.16,5.14,3.13,1629
1.11,2.0,4.0,3.0,60.9,56.0,6.71,6.73,4.09,4600
0.31,1.0,0.0,4.0,61.7,61.0,4.32,4.34,2.67,653
1.01,4.0,4.0,5.0,59.7,64.0,6.45,6.48,3.86,5911
1.52,3.0,1.0,2.0,62.5,59.0,7.33,7.26,4.56,12418
0.9,4.0,1.0,2.0,62.0,62.0,6.11,6.21,3.82,4144
1.7,2.0,5.0,4.0,61.9,55.0,7.65,7.72,4.75,12996
0.72,1.0,4.0,3.0,57.9,58.0,5.98,5.91,3.44,2056
0.5,2.0,1.0,5.0,61.8,55.0,5.11,5.06,3.14,1746
0.53,2.0,2.0,5.0,61.1,56.0,5.26,5.22,3.2,1753
1.57,4.0,4.0,2.0,62.0,60.0,7.4,7.44,4.6,10200
1.16,3.0,0.0,3.0,62.5,60.0,6.7,6.64,4.17,5136
1.01,3.0,4.0,2.0,61.2,58.0,6.47,6.43,3.95,4642
0.53,2.0,4.0,5.0,61.7,56.0,5.17,5.21,3.2,1435
1.57,3.0,6.0,4.0,60.8,61.0,7.6,7.49,4.59,7190
1.02,2.0,1.0,2.0,60.7,57.0,6.55,6.51,3.97,5055
1.06,2.0,3.0,4.0,60.7,56.0,6.6,6.64,4.02,7594
1.24,4.0,5.0,4.0,61.4,63.0,6.89,6.88,4.23,5444
0.53,1.0,0.0,3.0,54.3,65.0,5.46,5.51,2.98,1352
1.0,1.0,4.0,5.0,57.8,59.0,6.53,6.47,3.75,4166
0.43,2.0,0.0,5.0,61.8,56.0,4.81,4.83,2.98,1056
0.41,2.0,5.0,4.0,61.8,53.0,4.81,4.84,2.98,753
0.52,4.0,2.0,6.0,62.0,57.0,5.11,5.15,3.18,2314
0.3,3.0,5.0,6.0,62.2,58.0,4.28,4.31,2.67,552
0.52,2.0,2.0,5.0,62.3,57.0,5.18,5.13,3.21,2246
0.4,3.0,2.0,5.0,59.3,59.0,4.83,4.79,2.85,1080
0.55,3.0,2.0,2.0,62.1,62.0,5.22,5.18,3.23,1238
2.01,4.0,5.0,4.0,64.4,56.0,7.84,7.9,5.07,16811
0.31,2.0,0.0,5.0,61.2,55.0,4.37,4.42,2.69,734
1.51,1.0,6.0,2.0,64.1,61.0,7.16,7.19,4.6,6394
0.54,2.0,0.0,5.0,61.1,56.0,5.29,5.25,3.22,1993
1.2,4.0,4.0,2.0,61.6,61.0,6.81,6.77,4.18,6350
0.52,1.0,1.0,5.0,63.3,56.0,5.08,5.12,3.23,1554
0.41,3.0,3.0,2.0,61.4,60.0,4.82,4.75,2.94,923
0.43,3.0,0.0,2.0,61.2,60.0,4.84,4.8,2.95,993
0.91,3.0,2.0,3.0,63.0,59.0,6.17,6.12,3.87,3346
0.35,4.0,5.0,7.0,61.3,56.0,4.52,4.54,2.78,620
0.9,2.0,1.0,3.0,61.7,56.0,6.21,6.26,3.85,4034
0.4,4.0,2.0,7.0,62.0,56.0,4.71,4.74,2.93,1049
0.74,3.0,6.0,2.0,61.6,59.0,5.82,5.77,3.57,1931
1.5,4.0,3.0,2.0,61.5,59.0,7.31,7.39,4.52,9645
0.62,2.0,3.0,4.0,62.0,56.0,5.45,5.49,3.39,2173
1.23,3.0,3.0,4.0,59.6,60.0,6.99,6.94,4.15,8293
1.51,4.0,5.0,2.0,63.1,56.0,7.28,7.33,4.61,7891
1.3,2.0,1.0,1.0,62.3,54.0,6.97,7.03,4.36,15874
0.36,2.0,2.0,1.0,61.7,55.0,4.58,4.62,2.84,1210
0.71,2.0,5.0,4.0,61.3,57.0,5.73,5.75,3.51,2525
0.27,4.0,1.0,6.0,62.4,55.0,4.18,4.22,2.62,591
0.4,0.0,1.0,5.0,64.7,58.0,4.63,4.67,3.01,813
0.3,2.0,3.0,1.0,62.6,56.0,4.29,4.32,2.69,794
0.58,2.0,1.0,4.0,60.8,57.0,5.41,5.42,3.29,2241
0.33,4.0,2.0,5.0,61.9,57.0,4.42,4.44,2.74,666
0.3,3.0,1.0,3.0,58.8,60.0,4.42,4.39,2.59,504
1.06,3.0,3.0,5.0,60.1,58.0,6.67,6.64,4.0,6325
1.67,2.0,2.0,5.0,61.8,57.0,7.62,7.58,4.7,17351
0.32,4.0,4.0,6.0,61.2,57.0,4.39,4.42,2.69,672
0.3,4.0,3.0,5.0,63.1,56.0,4.28,4.25,2.69,675
0.33,2.0,2.0,5.0,62.6,55.0,4.4,4.42,2.76,666
1.51,2.0,4.0,2.0,61.9,57.0,7.4,7.33,4.56,7678
0.3,4.0,3.0,4.0,62.6,56.0,4.29,4.31,2.69,581
1.0,4.0,2.0,3.0,62.6,59.0,6.34,6.38,3.98,4901
0.92,3.0,1.0,2.0,60.9,59.0,6.25,6.27,3.81,4258
1.75,2.0,4.0,0.0,61.5,55.0,7.78,7.75,4.78,7409
0.4,2.0,2.0,5.0,62.0,59.0,4.77,4.71,2.95,1059
0.3,4.0,5.0,4.0,61.8,63.0,4.29,4.26,2.64,567
1.02,4.0,4.0,2.0,63.2,57.0,6.44,6.38,4.05,4688
0.9,4.0,0.0,3.0,63.5,58.0,6.08,6.17,3.89,3918
1.51,4.0,4.0,5.0,62.8,60.0,7.25,7.28,4.56,11166
1.01,4.0,0.0,3.0,64.0,56.0,6.3,6.38,4.06,5166
1.03,4.0,1.0,3.0,61.7,54.9,6.46,6.52,4.01,5393
1.09,3.0,5.0,2.0,62.7,60.0,6.57,6.51,4.1,3662
1.01,1.0,3.0,3.0,63.7,58.0,6.31,6.35,4.03,3626
0.7,2.0,4.0,2.0,61.9,57.0,5.66,5.69,3.51,2107
1.5,4.0,3.0,2.0,62.1,58.0,7.26,7.3,4.52,10019
0.31,2.0,1.0,7.0,61.1,56.0,4.38,4.39,2.68,864
2.33,3.0,4.0,0.0,60.7,58.0,8.64,8.56,5.22,8220
0.34,2.0,0.0,4.0,60.7,57.0,4.55,4.51,2.75,961
0.36,3.0,2.0,2.0,62.3,59.0,4.5,4.56,2.82,600
1.01,3.0,5.0,2.0,61.9,58.0,6.48,6.42,3.99,4355
2.01,4.0,1.0,3.0,62.0,61.0,8.04,8.1,5.0,17024
0.36,0.0,2.0,4.0,55.3,67.0,4.79,4.72,2.63,810
